SHIPMENT ID,Carrier 1,Carrier 2,Carrier 3,Carrier 4,Carrier 5,Carrier 6,Carrier 7,Carrier 8,Carrier 9,Carrier 10,Carrier 11,Carrier 12,Carrier 13,Carrier 14,Carrier 15,Carrier 16
100001045,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,3
100001046,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,3
100001047,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001048,5,5,4,0,0,0,0,0,0,0,0,5,0,4,0,5
100001049,4,0,4,0,0,0,0,0,0,0,3,3,0,4,0,0
100001050,4,0,4,0,0,0,0,0,0,0,3,3,0,4,0,0
100001051,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001052,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001053,5,6,6,0,0,0,0,0,0,0,0,6,0,5,0,4
100001054,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001055,6,6,7,0,0,0,0,0,0,0,0,6,0,6,0,4
100001056,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001057,6,6,7,0,0,0,0,0,0,0,0,6,0,6,0,4
100001058,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001059,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001060,2,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001061,2,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2
100001062,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001063,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001064,3,3,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001065,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001066,5,6,6,0,0,0,0,0,0,0,0,6,0,5,0,4
100001067,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001068,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001069,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1
100001070,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001071,2,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001072,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001073,5,6,6,0,0,0,0,0,0,0,0,6,0,5,0,4
100001074,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001075,4,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001076,5,6,5,0,0,0,0,0,0,0,0,5,0,5,0,6
100001077,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001078,3,3,5,0,0,0,0,0,0,0,0,3,0,3,0,3
100001079,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001080,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001081,6,6,7,0,0,0,0,0,0,0,0,6,0,6,0,4
100001082,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,0
100001083,6,6,7,0,0,0,0,0,0,0,0,6,0,6,0,4
100001084,2,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001085,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001086,4,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001087,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001088,5,7,6,0,0,0,0,0,0,0,0,6,0,7,0,4
100001089,4,6,4,0,0,0,0,0,0,0,0,4,0,4,0,4
100001090,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001091,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001092,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001093,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001094,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001095,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001096,5,7,6,0,0,0,0,0,0,0,0,6,0,7,0,4
100001097,4,3,4,0,0,0,0,0,0,0,0,3,0,3,0,4
100001098,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001099,3,3,4,0,0,0,0,0,0,0,0,4,0,3,0,4
100001100,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001101,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001102,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,4
100001103,6,7,6,0,0,0,0,0,0,0,0,6,0,7,0,4
100001104,3,3,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001105,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001106,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001107,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001108,4,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001109,4,6,4,0,0,0,0,0,0,0,0,4,0,4,0,4
100001110,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,0
100001111,5,6,6,0,0,0,0,0,0,0,0,6,0,5,0,4
100001112,6,6,7,0,0,0,0,0,0,0,0,6,0,6,0,4
100001113,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001114,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001115,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001116,3,3,5,0,0,0,0,0,0,0,0,3,0,3,0,3
100001117,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001118,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001119,5,7,6,0,0,0,0,0,0,0,0,6,0,7,0,4
100001120,5,6,5,0,0,0,0,0,0,0,0,5,0,5,0,6
100001121,3,3,4,0,0,0,0,0,0,0,0,4,0,3,0,4
100001122,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001123,2,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2
100001124,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001125,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,2
100001126,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001127,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001128,5,7,6,0,0,0,0,0,0,0,0,6,0,7,0,4
100001129,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001130,4,6,4,0,0,0,0,0,0,0,0,4,0,4,0,4
100001131,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001132,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001133,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001134,3,3,2,0,0,0,0,0,0,0,0,2,0,5,0,3
100001135,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001136,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001137,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001138,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001139,2,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001140,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001141,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001142,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001143,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001144,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001145,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001146,5,5,5,0,0,0,0,0,0,0,0,5,0,6,0,0
100001147,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001148,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100001149,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001150,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001151,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
100001152,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001153,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001154,4,3,2,0,0,0,0,0,0,0,0,2,0,3,4,4
100001155,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001156,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001157,4,4,4,0,0,0,0,0,0,0,0,4,0,4,7,4
100001158,5,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0
100001159,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001160,4,3,2,0,0,0,0,0,0,0,0,3,0,3,3,4
100001161,2,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1
100001162,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001163,5,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0
100001164,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001165,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001166,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
100001167,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001168,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001169,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001170,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001171,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100001172,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001173,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001174,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001175,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001176,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001177,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001178,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001179,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001180,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001181,4,3,4,0,0,0,0,0,0,0,0,3,0,3,0,4
100001182,5,6,5,0,0,0,0,0,0,0,0,5,0,5,0,6
100001183,3,3,4,0,0,0,0,0,0,0,0,4,0,3,0,4
100001184,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001185,2,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001186,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,1
100001187,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001188,4,3,2,0,0,0,0,0,0,0,0,2,0,2,0,4
100001189,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001190,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001191,5,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0
100001192,5,0,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001193,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001194,5,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0
100001195,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001196,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001197,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001198,5,0,4,0,0,0,0,0,0,0,0,5,4,5,0,7
100001199,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001200,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001201,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001202,3,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2
100001203,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001204,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001205,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001206,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001207,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001208,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001209,2,2,2,0,0,0,0,0,0,0,0,2,3,2,0,2
100001210,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
100001211,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
100001212,4,3,2,0,0,0,0,0,0,0,0,2,0,3,4,4
100001213,2,0,1,2,0,0,0,0,1,1,0,1,0,0,0,3
100001214,4,2,2,0,0,0,0,0,0,0,0,2,3,2,0,3
100001215,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001216,3,0,2,0,0,0,4,0,3,0,0,2,2,2,0,3
100001217,3,3,2,0,0,0,0,0,0,0,0,2,3,2,0,3
100001218,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001219,3,0,2,0,0,0,4,0,2,0,0,2,2,2,0,3
100001220,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1
100001221,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001222,3,3,2,2,0,0,4,0,7,0,0,2,3,2,0,4
100001223,3,0,2,0,0,0,0,0,0,0,0,2,2,2,0,3
100001224,2,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
100001225,2,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
100001226,2,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
100001227,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001228,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001229,3,2,2,0,0,0,0,0,0,0,0,2,3,2,0,0
100001230,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001231,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100001232,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100001233,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100001234,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001235,3,3,2,2,0,0,4,0,4,0,0,2,2,2,0,3
100001236,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001237,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001238,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001239,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001240,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001241,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001242,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001243,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001244,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001245,3,0,2,0,0,0,4,0,2,0,0,2,3,3,0,3
100001246,3,0,2,0,0,0,4,0,2,0,0,2,2,2,0,3
100001247,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001248,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001249,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001250,5,0,5,0,0,0,0,0,0,0,7,5,4,5,0,6
100001251,5,0,4,0,0,0,0,0,0,0,6,4,0,4,0,5
100001252,5,0,4,0,0,0,0,0,0,0,3,4,0,4,0,5
100001253,5,0,4,0,0,0,0,0,0,0,6,4,0,5,0,5
100001254,5,0,5,0,0,0,0,0,0,0,7,5,4,5,0,0
100001255,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001256,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001257,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001258,2,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1
100001259,2,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001260,2,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001261,3,1,1,3,0,0,0,0,0,0,0,2,0,1,0,2
100001262,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001263,5,5,4,6,0,0,0,0,0,0,0,4,0,5,0,6
100001264,3,0,2,0,0,0,4,0,3,0,0,2,0,2,0,3
100001265,3,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0
100001266,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
100001267,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001268,4,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0
100001269,3,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0
100001270,5,0,5,0,0,0,0,0,0,0,0,7,0,5,0,0
100001271,4,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0
100001272,5,0,4,0,0,0,0,0,0,0,0,5,0,2,0,0
100001273,3,0,1,0,0,0,0,0,0,0,3,2,0,2,0,2
100001274,5,0,4,0,0,0,0,0,0,0,6,4,0,5,0,6
100001275,5,0,6,0,0,0,0,0,0,0,7,6,0,7,0,0
100001276,5,0,5,0,0,0,0,0,0,0,7,5,0,6,0,0
100001277,5,0,8,0,0,0,0,0,0,0,7,5,0,6,0,7
100001278,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2
100001279,5,0,5,0,0,0,0,0,0,0,3,4,0,5,0,6
100001280,3,0,1,0,0,0,0,0,0,0,3,2,0,2,0,2
100001281,5,0,4,0,0,0,0,0,0,0,6,4,0,5,0,6
100001282,5,0,6,0,0,0,0,0,0,0,7,6,0,7,0,0
100001283,5,0,5,0,0,0,0,0,0,0,7,5,0,6,0,0
100001284,5,0,8,0,0,0,0,0,0,0,7,5,0,6,0,7
100001285,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2
100001286,5,0,5,0,0,0,0,0,0,0,3,4,0,5,0,6
100001287,3,0,1,0,0,0,0,0,0,0,3,2,0,2,0,2
100001288,5,0,4,0,0,0,0,0,0,0,6,4,0,5,0,6
100001289,5,0,5,0,0,0,0,0,0,0,7,5,0,6,0,0
100001290,6,6,4,0,0,0,0,0,0,0,0,6,0,5,0,2
100001291,3,3,2,0,0,0,0,0,0,0,0,3,0,3,0,2
100001292,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001293,2,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100001294,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001295,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001296,2,0,1,0,0,0,3,0,0,0,0,1,0,1,0,1
100001297,3,3,2,2,0,0,4,0,4,0,0,2,0,2,0,3
100001298,3,5,2,4,0,0,4,0,4,0,0,3,0,2,0,4
100001299,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001300,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001301,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001302,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100001303,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001304,4,3,2,0,0,0,0,0,0,0,0,3,0,3,0,3
100001305,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001306,3,5,2,0,0,0,0,0,0,0,0,2,0,3,0,4
100001307,4,3,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001308,0,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001309,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001310,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001311,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001312,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001313,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001314,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100001315,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100001316,3,5,5,0,0,0,0,0,0,0,0,2,0,3,0,4
100001317,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001318,3,5,5,0,0,0,0,0,0,0,0,2,0,3,0,4
100001319,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,6
100001320,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001321,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001322,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001323,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001324,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001325,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001326,3,5,2,0,0,0,0,0,0,0,0,2,0,3,0,4
100001327,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100001328,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100001329,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001330,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001331,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001332,4,3,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001333,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001334,4,3,2,0,0,0,0,0,0,0,0,2,0,3,0,4
100001335,3,3,2,0,0,0,0,0,0,0,0,2,0,3,0,4
100001336,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001337,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100001338,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001339,5,0,5,0,0,0,0,0,0,0,0,5,0,5,0,6
100001340,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
100001341,5,5,4,6,0,0,0,0,0,0,0,5,0,5,0,6
100001342,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100001343,3,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0
100001344,5,0,5,0,0,0,0,0,0,0,0,5,0,6,0,6
100001345,3,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2
100001346,3,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2
100001347,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,5
100001348,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,2
100001349,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100001350,4,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001351,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001352,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100001353,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001354,3,5,5,0,0,0,0,0,0,0,0,3,4,3,0,4
100001355,4,3,2,0,0,0,0,0,0,0,0,2,4,3,0,4
100001356,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001357,3,3,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001358,3,5,2,0,0,0,0,0,0,0,0,2,4,4,0,3
100001359,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001360,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100001361,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001362,3,3,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001363,3,5,5,0,0,0,0,0,0,0,0,2,4,3,0,4
100001364,3,2,3,0,0,0,0,0,0,0,0,2,4,3,0,3
100001365,3,5,2,0,0,0,0,0,0,0,0,2,4,3,0,4
100001366,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001367,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001368,4,4,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001369,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100001370,5,6,5,0,0,0,0,0,0,0,0,5,0,4,0,6
100001371,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001372,4,3,2,0,0,0,0,0,0,0,0,3,5,4,0,4
100001373,3,5,2,0,0,0,0,0,0,0,0,2,4,4,0,3
100001374,2,0,2,0,0,0,0,0,0,0,2,2,0,2,0,2
100001375,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100001376,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001377,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001378,3,0,2,0,0,0,0,1,0,0,0,2,0,1,0,2
100001379,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001380,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,3
100001381,2,2,2,0,0,0,0,0,0,0,0,2,3,2,0,2
100001382,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,4
100001383,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100001384,3,3,2,0,0,0,0,0,0,0,0,2,4,3,0,3
100001385,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100001386,5,5,5,0,0,0,0,0,0,0,0,5,4,6,0,0
100001387,5,5,5,0,0,0,0,0,0,0,0,5,4,6,0,0
100001388,5,5,5,0,0,0,0,0,0,0,0,5,4,6,0,0
100001389,5,0,5,0,0,0,0,0,0,0,3,5,4,5,0,0
100001390,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
100001391,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001392,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001393,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001394,3,0,2,0,0,0,5,0,4,0,0,2,2,2,0,0
100001395,2,2,2,0,0,0,0,0,0,0,0,2,3,2,0,2
100001396,3,0,2,0,0,0,4,0,0,0,0,2,2,2,0,3
100001397,3,0,2,0,0,0,4,0,0,0,0,2,2,2,0,3
100001398,3,3,3,0,0,0,0,0,0,0,0,2,4,3,0,5
100001399,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,3
100001400,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100001401,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001402,5,0,5,0,0,0,0,0,0,0,0,5,4,6,0,6
100001403,5,0,5,0,0,0,0,0,0,0,0,5,4,6,0,6
100001404,4,2,2,0,0,0,0,0,0,0,0,2,0,2,5,2
100001405,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100001406,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001407,5,0,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100001408,3,0,2,0,0,0,4,0,2,0,0,2,2,2,0,3
100001409,5,0,5,0,0,0,0,0,0,0,0,5,4,7,0,7
100001410,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100001411,3,0,2,0,0,0,4,0,2,0,0,2,2,2,0,4
100001412,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001413,4,2,2,0,0,0,0,0,0,0,0,2,0,2,5,2
100001414,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1
100001415,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100001416,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001417,3,3,2,2,0,0,4,0,7,0,0,2,3,2,0,4
100001418,3,0,2,0,0,0,0,0,0,0,0,2,2,2,0,3
100001419,5,5,4,0,0,0,0,0,0,0,0,5,0,4,0,5
100001420,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100001421,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,2
100001422,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100001423,5,5,5,0,0,0,0,0,0,0,0,5,0,5,0,7
100001424,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100001425,3,2,2,2,0,0,0,0,2,0,0,2,0,2,0,3
100001426,5,6,4,5,0,0,0,0,0,0,0,4,0,5,0,6
100001427,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100001428,5,5,4,6,0,0,0,0,0,0,0,4,0,5,0,6
100001429,5,5,4,6,0,0,0,0,0,0,0,4,0,5,0,6
