SHIPMENT ID,ORIGIN_CITY,OST,O_ZIP,DEST_CITY,DST,D_ZIP,CLASS,WEIGHT,CUBE,RETAIL SHIPMENT FLAG,LIFTGATE FLAG,Carrier 1,Carrier 2,Carrier 3,Carrier 4,Carrier 5,Carrier 6,Carrier 7,Carrier 8,Carrier 9,Carrier 10,Carrier 11,Carrier 12,Carrier 13,Carrier 14,Carrier 15,Carrier 16,,,,,,,,,,,,,,,,,
100000670,BALDWIN PARK               ,CA,91706 ,TRACY                      ,CA,95304 ,70," 4,294 ", 294.11 , Retail , Non-Liftgate ,$558.13,$0.00,$448.93,$0.00,$0.00,$0.00,$0.00,$263.87,$0.00,$0.00,$631.53,"$1,474.41",$0.00,"$1,133.76",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000671,SURPRISE                   ,AZ,85379 ,NAPERVILLE                 ,IL,60540 ,70, 485 , 47.09 , Non-Retail , Liftgate Needed ,$272.70,$0.00,$273.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$261.16,$432.43,$0.00,$267.12,$0.00,$206.27,,,,,,,,,,,,,,,,,
100000672,OXNARD                     ,CA,93030 ,TRACY                      ,CA,95304 ,50," 2,210 ", 58.62 , Retail , Non-Liftgate ,$361.84,$0.00,$245.58,$0.00,$0.00,$0.00,$0.00,$167.97,$0.00,$0.00,$408.44,$945.93,$0.00,$792.29,$0.00,$275.64,,,,,,,,,,,,,,,,,
100000673,RIALTO                     ,CA,92376 ,TRACY                      ,CA,95304 ,70," 4,527 ", 293.96 , Retail , Non-Liftgate ,$557.31,$0.00,$472.19,$0.00,$0.00,$0.00,$0.00,$270.64,$0.00,$0.00,$646.69,"$1,510.30",$0.00,"$1,127.29",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000674,TORRANCE                   ,CA,90501 ,TRACY                      ,CA,95304 ,70," 1,409 ", 110.08 , Retail , Non-Liftgate ,$333.32,$0.00,$254.82,$0.00,$0.00,$0.00,$0.00,$148.67,$0.00,$0.00,$363.65,$839.84,$0.00,$561.08,$0.00,$247.44,,,,,,,,,,,,,,,,,
100000675,PANORAMA CITY              ,CA,91402 ,TRACY                      ,CA,95304 ,70," 1,546 ", 119.84 , Retail , Non-Liftgate ,$371.27,$0.00,$345.35,$0.00,$0.00,$0.00,$0.00,$160.92,$0.00,$0.00,$386.94,$895.11,$0.00,$672.29,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000676,TRACY                      ,CA,95304 ,TRACY                      ,CA,95304 ,70," 1,590 ", 123.26 , Retail , Non-Liftgate ,$332.07,$0.00,$182.68,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$245.93,$660.37,$0.00,$445.61,$0.00,$199.71,,,,,,,,,,,,,,,,,
100000677,GEORGETOWN                 ,TX,78628 ,TRACY                      ,CA,95304 ,150, 40 , 9.30 , Retail , Non-Liftgate ,$258.32,$818.00,$322.09,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$312.15,$0.00,$428.42,$170.72,$206.00,,,,,,,,,,,,,,,,,
100000678,MINNEAPOLIS                ,MN,55416 ,NAPERVILLE                 ,IL,60540 ,125," 1,722 ", 239.17 , Non-Retail , Liftgate Needed ,$423.29,$0.00,$483.51,$379.40,$0.00,$0.00,$0.00,$0.00,$320.75,$444.40,$0.00,"$1,230.96",$0.00,$398.14,$0.00,$362.56,,,,,,,,,,,,,,,,,
100000679,ROCK HILL                  ,SC,29730 ,EAST WINDSOR               ,NJ,08512 ,300, 800 , 347.83 , Retail , Non-Liftgate ,$765.41,"$7,677.17",$898.23,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,735.34","$2,231.80",$886.69,$0.00,$529.20,,,,,,,,,,,,,,,,,
100000680,CHICOPEE                   ,MA,01022 ,TRACY                      ,CA,95304 ,125, 585 , 87.31 , Retail , Non-Liftgate ,$481.38,$0.00,$567.22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,104.93",$0.00,$997.77,$0.00,$481.63,,,,,,,,,,,,,,,,,
100000681,CHICOPEE                   ,MA,01022 ,TRACY                      ,CA,95304 ,125, 390 , 60.00 , Retail , Non-Liftgate ,$464.80,$0.00,$440.81,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$913.20,$0.00,$836.52,$0.00,$401.65,,,,,,,,,,,,,,,,,
100000682,NORTHAMPTON                ,PA,18067 ,EAST WINDSOR               ,NJ,08512 ,175," 2,427 ", 449.44 , Retail , Non-Liftgate ,$614.08,$0.00,$761.07,$0.00,$0.00,$0.00,$179.61,$0.00,$0.00,$0.00,$0.00,"$1,634.69",$0.00,$528.75,$0.00,$541.12,,,,,,,,,,,,,,,,,
100000683,NORTHAMPTON                ,PA,18067 ,NAPERVILLE                 ,IL,60540 ,175," 2,972 ", 550.37 , Non-Retail , Liftgate Needed ,"$1,139.06",$0.00,"$1,630.63",$0.00,$0.00,$0.00,$345.49,$0.00,"$2,158.55",$0.00,$0.00,"$3,231.74",$0.00,"$1,345.66",$0.00,"$1,002.39",,,,,,,,,,,,,,,,,
100000684,EAST WINDSOR               ,NJ,08512 ,BROOKLYN                   ,NY,11231 ,70," 2,772 ", 213.23 , Non-Retail , Non-Liftgate ,$611.53,$0.00,$789.54,$0.00,$0.00,$0.00,$275.59,$0.00,$0.00,$0.00,$0.00,$862.25,$0.00,$616.73,$0.00,$451.90,,,,,,,,,,,,,,,,,
100000685,MIAMI                      ,FL,33122 ,EAST WINDSOR               ,NJ,08512 ,125, 444 , 68.31 , Retail , Non-Liftgate ,$380.60,"$3,323.96",$294.63,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$652.82,$0.00,$293.53,$0.00,$182.06,,,,,,,,,,,,,,,,,
100000686,MORELAND                   ,GA,30259 ,TRACY                      ,CA,95304 ,200, 295 , 67.05 , Retail , Non-Liftgate ,$363.59,"$5,848.42",$367.82,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.27",$0.00,$973.53,$0.00,$425.22,,,,,,,,,,,,,,,,,
100000687,SECAUCUS                   ,NJ,07094 ,NAPERVILLE                 ,IL,60540 ,175," 1,188 ", 220.00 , Non-Retail , Liftgate Needed ,$616.43,$0.00,$667.50,$0.00,$0.00,$0.00,$244.40,$0.00,$0.00,$0.00,$0.00,"$1,528.77",$0.00,$477.70,$0.00,$454.26,,,,,,,,,,,,,,,,,
100000688,CHINO                      ,CA,91708 ,ROMEOVILLE                 ,IL,60446 ,70, 808 , 95.06 , Non-Retail , Liftgate Needed ,$479.61,$0.00,$354.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$551.70,$987.39,$0.00,$685.39,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000689,BALDWIN PARK               ,CA,91706 ,NAPERVILLE                 ,IL,60540 ,175," 1,465 ", 271.30 , Non-Retail , Non-Liftgate ,"$1,244.98",$0.00,"$1,033.99",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,523.09","$2,630.61",$0.00,"$1,732.99",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000690,COMPTON                    ,CA,90221 ,NAPERVILLE                 ,IL,60540 ,200, 649 , 132.45 , Non-Retail , Non-Liftgate ,$836.96,$0.00,$786.85,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$979.98,"$1,572.83",$0.00,"$1,000.32",$0.00,$830.36,,,,,,,,,,,,,,,,,
100000691,WINCHENDON                 ,MA,01475 ,EAST WINDSOR               ,NJ,08512 ,70, 908 , 75.04 , Retail , Non-Liftgate ,$197.40,$0.00,$165.50,$0.00,$0.00,$0.00,$184.60,$0.00,$0.00,$0.00,$0.00,$451.60,$0.00,$254.19,$0.00,$123.31,,,,,,,,,,,,,,,,,
100000692,WINCHENDON                 ,MA,01475 ,EAST WINDSOR               ,NJ,08512 ,70," 5,845 ", 347.92 , Retail , Non-Liftgate ,$675.60,$0.00,$582.36,$0.00,$0.00,$0.00,$584.48,$0.00,$0.00,$0.00,$0.00,"$1,815.95",$0.00,$445.01,$0.00,$407.05,,,,,,,,,,,,,,,,,
100000693,CHATSWORTH                 ,CA,91311 ,TRACY                      ,CA,95304 ,70, 560 , 53.33 , Retail , Non-Liftgate ,$332.07,$0.00,$175.87,$0.00,$0.00,$0.00,$0.00,$106.56,$0.00,$0.00,$170.19,$356.95,$0.00,$445.01,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000694,MEMPHIS                    ,TN,38141 ,NAPERVILLE                 ,IL,60540 ,175," 1,315 ", 243.52 , Non-Retail , Liftgate Needed ,$476.80,$911.43,$458.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,285.79",$0.00,$508.56,$0.00,$392.12,,,,,,,,,,,,,,,,,
100000695,FORT WAYNE                 ,IN,46803 ,NAPERVILLE                 ,IL,60540 ,70," 1,285 ", 101.18 , Non-Retail , Non-Liftgate ,$616.51,$0.00,$134.92,$121.75,$0.00,$0.00,$0.00,$0.00,$466.88,$154.21,$0.00,$433.09,$0.00,$251.31,$0.00,$133.20,,,,,,,,,,,,,,,,,
100000696,WOBURN                     ,MA,01801 ,NAPERVILLE                 ,IL,60540 ,175, 940 , 174.07 , Non-Retail , Non-Liftgate ,$540.78,$0.00,$492.09,$0.00,$0.00,$0.00,$244.40,$0.00,$894.35,$0.00,$0.00,"$1,334.50",$0.00,$436.87,$0.00,$410.45,,,,,,,,,,,,,,,,,
100000697,MORELAND                   ,GA,30259 ,NAPERVILLE                 ,IL,60540 ,175, 690 , 132.69 , Non-Retail , Non-Liftgate ,$314.29,$758.80,$421.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,070.48",$0.00,$541.38,$0.00,$329.24,,,,,,,,,,,,,,,,,
100000698,FAIRBURN                   ,GA,30213 ,EAST WINDSOR               ,NJ,08512 ,70," 1,200 ", 94.49 , Retail , Non-Liftgate ,$335.70,"$3,616.47",$263.84,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$727.26,$0.00,$362.14,$0.00,$218.00,,,,,,,,,,,,,,,,,
100000699,TRENTON                    ,NJ,08620 ,ROMEOVILLE                 ,IL,60446 ,70," 1,250 ", 142.05 , Non-Retail , Non-Liftgate ,$348.39,$0.00,$369.20,$0.00,$0.00,$0.00,$244.40,$0.00,$602.13,$0.00,$0.00,$896.04,$0.00,$344.13,$0.00,$266.26,,,,,,,,,,,,,,,,,
100000700,TRENTON                    ,NJ,08620 ,TRACY                      ,CA,95304 ,70," 5,200 ", 509.80 , Retail , Non-Liftgate ,"$2,171.41",$0.00,"$3,211.47",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,689.35",$0.00,"$3,732.09",$0.00,"$1,952.13",,,,,,,,,,,,,,,,,
100000701,TRENTON                    ,NJ,08620 ,ROMEOVILLE                 ,IL,60446 ,70," 3,170 ", 249.61 , Non-Retail , Liftgate Needed ,$553.10,$0.00,$589.34,$0.00,$0.00,$0.00,$366.08,$0.00,"$1,146.79",$0.00,$0.00,"$1,713.55",$0.00,$651.62,$0.00,$509.17,,,,,,,,,,,,,,,,,
100000702,PITTSTON                   ,PA,18640 ,NAPERVILLE                 ,IL,60540 ,70," 2,288 ", 143.00 , Non-Retail , Non-Liftgate ,$361.76,$0.00,$358.70,$0.00,$0.00,$0.00,$274.35,$0.00,$683.46,$0.00,$0.00,"$1,018.01",$0.00,$271.15,$0.00,$315.77,,,,,,,,,,,,,,,,,
100000703,GREENCASTLE                ,PA,17225 ,EAST WINDSOR               ,NJ,08512 ,70," 6,070 ", 350.87 , Retail , Non-Liftgate ,$612.48,"$8,046.23",$507.76,$0.00,$0.00,$0.00,$558.48,$0.00,$0.00,$0.00,$0.00,"$1,682.80",$0.00,$413.93,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000704,MOUNT PLEASANT             ,WI,53177 ,NAPERVILLE                 ,IL,60540 ,70," 2,001 ", 198.12 , Non-Retail , Non-Liftgate ,$212.83,$356.80,$319.89,$147.20,$0.00,$0.00,$0.00,$0.00,$130.71,$181.72,$0.00,$503.36,$0.00,$326.42,$0.00,$150.89,,,,,,,,,,,,,,,,,
100000705,RIVERSIDE                  ,CA,92508 ,NAPERVILLE                 ,IL,60540 ,175, 642 , 123.46 , Non-Retail , Non-Liftgate ,$689.73,$0.00,$462.87,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$822.76,"$1,319.82",$0.00,$737.36,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000706,RIVERSIDE                  ,CA,92508 ,TRACY                      ,CA,95304 ,70," 1,345 ", 105.08 , Retail , Non-Liftgate ,$355.54,$0.00,$270.47,$0.00,$0.00,$0.00,$0.00,$146.79,$0.00,$0.00,$352.89,$814.43,$0.00,$586.28,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000707,GEORGETOWN                 ,TX,78628 ,NAPERVILLE                 ,IL,60540 ,70," 1,990 ", 153.08 , Non-Retail , Non-Liftgate ,$603.07,$893.19,$449.25,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,260.06",$0.00,$357.32,"$1,464.75",$380.98,,,,,,,,,,,,,,,,,
100000708,AMBRIDGE                   ,PA,15003 ,EAST WINDSOR               ,NJ,08512 ,70," 5,536 ", 537.48 , Retail , Non-Liftgate ,$838.72,$0.00,$717.33,$0.00,$0.00,$0.00,$551.04,$0.00,$0.00,$0.00,$0.00,"$2,325.49",$0.00,$638.30,$0.00,$769.78,,,,,,,,,,,,,,,,,
100000709,BROOKLYN                   ,NY,11231 ,NAPERVILLE                 ,IL,60540 ,70," 4,318 ", 295.75 , Non-Retail , Non-Liftgate ,$775.11,$0.00,$848.89,$0.00,$0.00,$0.00,$485.47,$0.00,"$1,342.18",$0.00,$0.00,"$2,006.72",$0.00,$715.12,$0.00,$774.71,,,,,,,,,,,,,,,,,
100000710,TORRANCE                   ,CA,90501 ,EAST WINDSOR               ,NJ,08512 ,175, 256 , 53.33 , Retail , Non-Liftgate ,$484.55,$0.00,$340.71,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$509.06,$813.72,$0.00,$468.52,$0.00,$448.90,,,,,,,,,,,,,,,,,
100000711,TORRANCE                   ,CA,90502 ,NAPERVILLE                 ,IL,60540 ,70," 2,008 ", 159.37 , Non-Retail , Liftgate Needed ,$559.27,$0.00,$670.45,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$799.46,"$1,512.09",$0.00,$775.43,$0.00,$799.02,,,,,,,,,,,,,,,,,
100000712,PARIS                      ,KY,40361 ,NAPERVILLE                 ,IL,60540 ,70," 1,035 ", 86.97 , Non-Retail , Non-Liftgate ,$199.28,$313.30,$175.25,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$441.98,$0.00,$220.09,$0.00,$137.11,,,,,,,,,,,,,,,,,
100000713,CHINO                      ,CA,91708 ,EAST WINDSOR               ,NJ,08512 ,70," 2,073 ", 235.57 , Retail , Non-Liftgate ,$915.14,$0.00,"$1,172.24",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,132.47","$2,146.53",$0.00,"$1,227.86",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000714,BURNSVILLE                 ,MN,55306 ,NAPERVILLE                 ,IL,60540 ,70," 1,386 ", 111.77 , Non-Retail , Non-Liftgate ,$244.31,$0.00,$209.27,$215.53,$0.00,$0.00,$0.00,$0.00,$184.41,$252.48,$0.00,$699.35,$0.00,$247.26,$0.00,$205.98,,,,,,,,,,,,,,,,,
100000715,LAREDO                     ,TX,78041 ,NAPERVILLE                 ,IL,60540 ,70," 1,816 ", 140.78 , Non-Retail , Non-Liftgate ,$656.52,"$1,001.67",$484.47,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,413.10",$0.00,$434.23,"$1,642.66",$427.26,,,,,,,,,,,,,,,,,
100000716,FONTANA                    ,CA,92335 ,NAPERVILLE                 ,IL,60540 ,300, 775 , 336.96 , Non-Retail , Non-Liftgate ,"$1,332.30",$0.00,$986.97,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,834.76","$2,707.70",$0.00,"$1,533.36",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000717,EVERGREEN                  ,AL,36401 ,NAPERVILLE                 ,IL,60540 ,250, 751 , 227.58 , Non-Retail , Liftgate Needed ,$723.48,"$1,308.74",$747.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,846.31",$0.00,$730.94,$0.00,$577.49,,,,,,,,,,,,,,,,,
100000718,SYRACUSE                   ,IN,46567 ,NAPERVILLE                 ,IL,60540 ,175," 2,404 ", 445.19 , Non-Retail , Non-Liftgate ,$599.61,$0.00,$404.61,$319.63,$0.00,$0.00,$0.00,$0.00,$0.00,$389.03,$0.00,"$1,092.58",$0.00,$362.08,$0.00,$336.03,,,,,,,,,,,,,,,,,
100000719,STREAMWOOD                 ,IL,60107 ,EAST WINDSOR               ,NJ,08512 ,70," 1,054 ", 85.00 , Retail , Non-Liftgate ,$293.99,"$2,998.61",$220.89,$360.22,$0.00,$0.00,$244.40,$0.00,$0.00,$0.00,$0.00,$585.58,$0.00,$290.37,$0.00,$177.04,,,,,,,,,,,,,,,,,
100000720,GRANDE ILE                 ,QC,J6T6G4,SARASOTA                   ,FL,34243 ,175, 330 , 67.35 , Non-Retail , Liftgate Needed ,$738.91,$0.00,$839.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,115.79",$0.00,$558.64,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000721,POUGHKEEPSIE               ,NY,12603 ,NAPERVILLE                 ,IL,60540 ,175," 1,879 ", 347.96 , Non-Retail , Liftgate Needed ,"$1,034.45",$0.00,$917.79,$0.00,$0.00,$0.00,$244.40,$0.00,"$1,507.92",$0.00,$0.00,"$2,255.61",$0.00,$762.87,$0.00,$693.75,,,,,,,,,,,,,,,,,
100000722,DURHAM                     ,NC,27707 ,NAPERVILLE                 ,IL,60540 ,70," 1,056 ", 85.16 , Non-Retail , Non-Liftgate ,$721.96,$474.92,$205.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$669.99,$0.00,$279.27,$0.00,$199.10,,,,,,,,,,,,,,,,,
100000723,LOMBARD                    ,IL,60148 ,HUDSON                     ,NH,03051 ,70," 1,090 ", 87.90 , Non-Retail , Non-Liftgate ,$385.86,"$3,467.20",$322.21,$992.95,$0.00,$0.00,$244.40,$0.00,$326.95,$0.00,$0.00,$644.21,$0.00,$353.90,$0.00,$206.54,,,,,,,,,,,,,,,,,
100000724,CHICAGO                    ,IL,60638 ,TRACY                      ,CA,95304 ,70, 300 , 32.26 , Retail , Non-Liftgate ,$370.65,"$2,067.24",$260.54,$694.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$374.20,$0.00,$445.74,$0.00,$239.37,,,,,,,,,,,,,,,,,
100000725,EARLY BRANCH               ,SC,29916 ,NAPERVILLE                 ,IL,60540 ,70, 737 , 64.09 , Non-Retail , Liftgate Needed ,$321.96,$447.30,$242.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$631.02,$0.00,$272.72,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000726,TRENTON                    ,NJ,08620 ,ROMEOVILLE                 ,IL,60446 ,70," 1,150 ", 91.27 , Non-Retail , Non-Liftgate ,$286.11,$0.00,$233.96,$0.00,$0.00,$0.00,$244.40,$0.00,$430.74,$0.00,$0.00,$638.92,$0.00,$311.92,$0.00,$189.85,,,,,,,,,,,,,,,,,
100000727,APPONAUG                   ,RI,02886 ,NAPERVILLE                 ,IL,60540 ,175, 791 , 149.25 , Non-Retail , Non-Liftgate ,$497.84,$0.00,$489.70,$0.00,$0.00,$0.00,$244.40,$0.00,$857.03,$0.00,$0.00,"$1,278.75",$0.00,$371.99,$0.00,$389.97,,,,,,,,,,,,,,,,,
100000728,BLAUVELT                   ,NY,10913 ,NAPERVILLE                 ,IL,60540 ,70, 386 , 41.51 , Non-Retail , Non-Liftgate ,$250.92,$0.00,$201.46,$0.00,$0.00,$0.00,$244.40,$0.00,$294.35,$0.00,$0.00,$339.72,$0.00,$282.14,$0.00,$140.28,,,,,,,,,,,,,,,,,
100000729,NAPERVILLE                 ,IL,60540 ,TUCSON                     ,AZ,85756 ,70, 520 , 49.06 , Non-Retail , Liftgate Needed ,$250.92,"$2,380.71",$227.47,$467.28,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$437.64,$0.00,$273.47,$0.00,$180.63,,,,,,,,,,,,,,,,,
100000730,ROMEOVILLE                 ,IL,60446 ,TRACY                      ,CA,95304 ,110, 785 , 93.45 , Retail , Non-Liftgate ,$525.23,"$5,715.59",$507.32,"$1,101.61",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,053.67",$0.00,"$1,073.37",$0.00,$452.17,,,,,,,,,,,,,,,,,
100000731,ROMEOVILLE                 ,IL,60446 ,EAST WINDSOR               ,NJ,08512 ,175, 450 , 90.00 , Retail , Non-Liftgate ,$845.75,"$3,570.92",$310.95,$431.69,$0.00,$0.00,$244.40,$0.00,$380.25,$0.00,$0.00,$750.93,$0.00,$329.76,$0.00,$227.04,,,,,,,,,,,,,,,,,
100000732,DOWNERS GROVE              ,IL,60517 ,NAPERVILLE                 ,IL,60540 ,70, 154 , 19.25 , Non-Retail , Non-Liftgate ,$297.07,$152.50,$109.01,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$104.01,$0.00,$157.22,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000733,LIBERTYVILLE               ,IL,60048 ,ROMEOVILLE                 ,IL,60446 ,55," 1,677 ", 73.23 , Non-Retail , Non-Liftgate ,$492.50,$242.48,$111.40,$145.53,$0.00,$0.00,$0.00,$0.00,$97.85,$124.05,$0.00,$342.06,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000734,FRANKFORT                  ,IN,46041 ,TRACY                      ,CA,95304 ,70, 293 , 43.73 , Retail , Non-Liftgate ,$346.23,$0.00,$264.71,$694.10,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$464.95,$0.00,$431.82,$0.00,$246.28,,,,,,,,,,,,,,,,,
100000735,LEBANON                    ,IN,46052 ,NAPERVILLE                 ,IL,60540 ,60, 424 , 30.95 , Non-Retail , Liftgate Needed ,$332.61,$0.00,$105.57,$105.50,$0.00,$0.00,$0.00,$0.00,$204.07,$102.18,$0.00,$189.24,$0.00,$231.59,$0.00,$124.78,,,,,,,,,,,,,,,,,
100000736,ELGIN                      ,IL,60123 ,NAPERVILLE                 ,IL,60540 ,70, 680 , 60.18 , Non-Retail , Non-Liftgate ,$351.21,$166.16,$109.01,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$104.01,$0.00,$234.41,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000737,STREAMWOOD                 ,IL,60107 ,NAPERVILLE                 ,IL,60540 ,125, 143 , 25.09 , Non-Retail , Non-Liftgate ,$297.07,$152.50,$109.01,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$104.01,$0.00,$157.22,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000738,ELK GROVE VILLAGE          ,IL,60007 ,ROMEOVILLE                 ,IL,60446 ,70, 64 , 9.55 , Non-Retail , Liftgate Needed ,$297.07,$152.50,$109.01,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$104.01,$0.00,$157.22,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000739,STREAMWOOD                 ,IL,60107 ,NAPERVILLE                 ,IL,60540 ,125, 650 , 95.59 , Non-Retail , Liftgate Needed ,$483.41,$210.50,$171.21,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$107.69,$0.00,$296.95,$0.00,$258.89,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000740,GLENDALE HEIGHTS           ,IL,60139 ,NAPERVILLE                 ,IL,60540 ,70, 382 , 41.08 , Non-Retail , Liftgate Needed ,$297.07,$152.50,$109.01,$124.94,$0.00,$0.00,$0.00,$0.00,$95.02,$104.01,$0.00,$174.26,$0.00,$271.82,$0.00,$123.44,,,,,,,,,,,,,,,,,
100000741,SOUTHAVEN                  ,MS,38671 ,NAPERVILLE                 ,IL,60540 ,175, 347 , 70.82 , Non-Retail , Non-Liftgate ,$279.92,$402.65,$244.27,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$568.03,$0.00,$279.27,$0.00,$185.07,,,,,,,,,,,,,,,,,
100000742,ST PAUL                    ,MN,55108 ,NAPERVILLE                 ,IL,60540 ,70, 510 , 54.84 , Non-Retail , Non-Liftgate ,$216.10,$0.00,$117.05,$105.50,$0.00,$0.00,$0.00,$0.00,$114.31,$122.94,$0.00,$340.53,$0.00,$260.06,$0.00,$135.08,,,,,,,,,,,,,,,,,
100000743,HAGERSTOWN                 ,MD,21740 ,TRACY                      ,CA,95304 ,70," 5,172 ", 319.26 , Retail , Non-Liftgate ,"$1,543.03","$18,177.27","$1,775.64",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,691.21",$0.00,"$2,224.59",$0.00,$0.00,,,,,,,,,,,,,,,,,
100000744,FULTON                     ,MS,38843 ,CHICAGO                    ,IL,60642 ,125, 172 , 28.20 , Non-Retail , Liftgate Needed ,$279.92,$152.50,$157.17,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$205.70,$0.00,$225.71,$0.00,$197.92,,,,,,,,,,,,,,,,,
100000745,FULTON                     ,MS,38843 ,CHICAGO                    ,IL,60642 ,250, 240 , 80.00 , Non-Retail , Non-Liftgate ,$279.92,$396.74,$391.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$559.71,$0.00,$244.51,$0.00,$237.49,,,,,,,,,,,,,,,,,
100000746,LEE                        ,MA,01238 ,NAPERVILLE                 ,IL,60540 ,150, 345 , 70.41 , Non-Retail , Liftgate Needed ,$256.45,$0.00,$0.00,$0.00,$0.00,$0.00,$244.40,$0.00,$353.17,$0.00,$0.00,$522.53,$0.00,$268.82,$0.00,$0.00,,,,,,,,,,,,,,,,,
100000747,GEORGETOWN                 ,TX,78626 ,NAPERVILLE                 ,IL,60540 ,70, 440 , 44.00 , Non-Retail , Non-Liftgate ,$426.03,$282.74,$208.74,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$398.88,$0.00,$243.74,$463.66,$151.25,,,,,,,,,,,,,,,,,
100000748,GEORGETOWN                 ,TX,78626 ,TRACY                      ,CA,95304 ,70, 300 , 32.26 , Retail , Non-Liftgate ,$258.32,"$1,827.26",$322.09,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$339.34,$0.00,$428.42,$170.72,$206.00,,,,,,,,,,,,,,,,,
100000749,GEORGETOWN                 ,TX,78628 ,ROMEOVILLE                 ,IL,60446 ,175, 985 , 182.41 , Non-Retail , Non-Liftgate ,$763.74,"$1,134.87",$743.43,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,601.01",$0.00,$603.88,"$1,861.09",$484.07,,,,,,,,,,,,,,,,,
